id,generator,pdb_path,internal_cavity_count,total_internal_cavity_volume,max_internal_cavity_volume,mean_internal_cavity_volume,max_internal_cavity_depth,mean_internal_cavity_depth,internal_cavity_area_total,volume_per_residue,interface_cavity_volume,interface_cavity_count,external_cavity_count,external_cavity_volume_total,all_cavity_count,extraction_status,error
ADI-47165,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/332c09470d84fe82da4b14e46af26800.pdb,1.0,220.97,220.97,220.97,4.57,1.21,202.32,0.964934497816594,220.97,1.0,3.0,99.37,4.0,SUCCESS,
ADI-47166,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d1a59d27b1bf173d20f893dc0df27826.pdb,3.0,295.7,166.97,98.56666666666666,6.06,1.8733333333333333,330.38,1.242436974789916,219.24,2.0,1.0,10.15,4.0,SUCCESS,
ADI-47173,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1d9ddfda682b1efd9a18c2c5eef3437d.pdb,1.0,80.14,80.14,80.14,6.41,2.61,109.12,0.3424786324786324,80.14,1.0,5.0,87.25999999999999,6.0,SUCCESS,
ADI-47174,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/44ead68fa8f1287cabf7c23c92aad05d.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.52,2.0,SUCCESS,
ADI-47176,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/90c26b2a1ba42a033159eec4aeaae00a.pdb,2.0,101.09,64.15,50.545,3.23,0.7849999999999999,113.85,0.4414410480349345,101.09,2.0,4.0,59.84,6.0,SUCCESS,
ADI-47175,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/57a16fa80ea76d2973c58e2cdc9779d8.pdb,2.0,185.97,124.63,92.985,4.02,0.8200000000000001,178.81,0.7981545064377682,185.97,2.0,1.0,45.79,3.0,SUCCESS,
ADI-47178,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3f6a32249db8b8dbc1053d62da5e89f0.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.06,3.0,SUCCESS,
ADI-47177,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6c395d86b74025ad9d187988d4fc5404.pdb,1.0,77.76,77.76,77.76,4.53,1.65,87.87,0.3395633187772926,0.0,0.0,5.0,79.49,6.0,SUCCESS,
ADI-47179,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5441028847f8386fe3ef4f80cbdc6888.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.76,1.0,SUCCESS,
ADI-47181,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c4cff91fc5977b75cd619db14c9c266b.pdb,1.0,15.55,15.55,15.55,2.16,0.9,34.4,0.0679039301310043,15.55,1.0,5.0,85.09,6.0,SUCCESS,
ADI-47180,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7ad17608fd5b640e599de09a935e4aa9.pdb,1.0,59.62,59.62,59.62,2.47,0.67,64.19,0.2649777777777777,59.62,1.0,4.0,62.85,5.0,SUCCESS,
ADI-47182,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f10e1db0200569f6dae6559187b27b17.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,118.59,5.0,SUCCESS,
ADI-47184,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f36e3684a1276a20c8ce570d666c3037.pdb,2.0,144.93,75.38,72.465,3.0,0.93,179.98000000000002,0.6274025974025974,144.93,2.0,4.0,64.15,6.0,SUCCESS,
ADI-47186,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/75fcb831dea5acf4393e03ad08fc08d3.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,153.8,7.0,SUCCESS,
ADI-47183,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3bb01e3aa13dbf93d1a7cb3f51204dd9.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.37,3.0,SUCCESS,
ADI-47188,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/61fedce8fc692c8cc02f3167656193ec.pdb,1.0,121.18,121.18,121.18,2.4,0.84,102.68,0.5028215767634855,121.18,1.0,6.0,102.6,7.0,SUCCESS,
ADI-47187,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f26b4313b4ba622680dd8b43d9740ffe.pdb,3.0,90.07000000000001,34.13,30.02333333333333,3.45,0.9433333333333332,140.41,0.3784453781512605,55.94,2.0,3.0,37.8,6.0,SUCCESS,
ADI-47190,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9406bf0f1998ecb097e529963bf4768c.pdb,1.0,135.65,135.65,135.65,7.2,2.69,159.96,0.5897826086956522,135.65,1.0,1.0,12.31,2.0,SUCCESS,
ADI-47189,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/69f5d0770bbbb1c600d5f4904e178e91.pdb,2.0,174.52999999999997,133.92,87.26499999999999,3.0,0.87,164.13,0.7302510460251045,40.61,1.0,1.0,15.98,3.0,SUCCESS,
ADI-47192,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/72b3b9dd9764b528ae3795316930e7d4.pdb,3.0,311.26,200.66,103.75333333333332,4.98,1.7133333333333332,312.93,1.2969166666666667,200.66,1.0,4.0,61.13,7.0,SUCCESS,
ADI-47191,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0359448e19a9d3f548cff4e5c62aaddb.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,70.85,4.0,SUCCESS,
ADI-47193,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6586a2f6c10dfdec1b1b56edb73397a9.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.720000000000006,3.0,SUCCESS,
ADI-47194,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5beba10b53f30c30a5e9683d9dba4ad4.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,53.14,2.0,SUCCESS,
ADI-47195,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/338a940ff535807abb36c4d039d4d614.pdb,2.0,99.36,58.97,49.68,2.4,0.685,112.81,0.432,99.36,2.0,3.0,35.64,5.0,SUCCESS,
ADI-47196,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/291fb0f377cf90c9ad30cd21757f6c29.pdb,4.0,308.88,185.98,77.22,5.16,1.3175,370.21,1.3088135593220338,291.82,3.0,1.0,19.44,5.0,SUCCESS,
ADI-47198,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7d07db7f161e331955bc071493511cdf.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.53,4.0,SUCCESS,
ADI-47197,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2f26343e4ee0f8cd2b1c338273bb1884.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.73,2.0,SUCCESS,
ADI-47200,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/994f13f3342edbd90b7a0dd78d237e21.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,105.19,7.0,SUCCESS,
ADI-47199,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/333871d376b0954ff25d53ef42a2c537.pdb,1.0,74.74,74.74,74.74,2.4,0.65,78.57,0.3263755458515283,74.74,1.0,2.0,18.57,3.0,SUCCESS,
ADI-47201,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1bdd9133fed3c5e67db66b8ccf876049.pdb,1.0,119.88,119.88,119.88,2.16,0.74,113.56,0.5257894736842105,119.88,1.0,2.0,18.36,3.0,SUCCESS,
ADI-47202,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f65973a7743794ad4920c8c2d65809be.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,168.05,5.0,SUCCESS,
ADI-47204,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1acc0ae89597a222c3fd0a327daf33a5.pdb,2.0,108.86,71.28,54.43,4.24,1.465,156.18,0.4672103004291845,108.86,2.0,0.0,0.0,2.0,SUCCESS,
ADI-47203,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/55177d5bc3128b77535b84905a05cee7.pdb,1.0,85.1,85.1,85.1,2.68,0.6,112.49,0.3716157205240174,85.1,1.0,1.0,11.23,2.0,SUCCESS,
ADI-47206,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f3daa94c2566dd004926788073eb357c.pdb,1.0,125.71,125.71,125.71,6.03,1.66,148.73,0.5537885462555066,125.71,1.0,3.0,37.370000000000005,4.0,SUCCESS,
ADI-47205,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d2f5ea3afda53323777d91b6a8c39da5.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.4,4.0,SUCCESS,
ADI-47207,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d152564288727e2a17c80447bfaf1c78.pdb,2.0,76.46000000000001,39.74,38.23,2.55,0.91,90.29,0.3239830508474576,76.46000000000001,2.0,4.0,50.330000000000005,6.0,SUCCESS,
ADI-47208,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/45d787336411393edabed4e9212934b4.pdb,1.0,102.6,102.6,102.6,3.84,1.27,93.61,0.4580357142857142,102.6,1.0,6.0,53.57,7.0,SUCCESS,
ADI-47209,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9eab64b870aa7c5e5bbb3f6a753edd95.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,90.51,4.0,SUCCESS,
ADI-47212,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ad867d698435cfd4df6ceaa1994de56d.pdb,1.0,18.14,18.14,18.14,3.79,2.23,36.94,0.0788695652173913,18.14,1.0,8.0,108.45,9.0,SUCCESS,
ADI-47214,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3606a5fc5e78ad6efcd4032cde648bac.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.76,3.0,SUCCESS,
ADI-47213,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/55f7ae8901f7b50aa7e118d8d3ed2e00.pdb,1.0,35.42,35.42,35.42,2.16,0.59,48.75,0.154,35.42,1.0,2.0,27.65,3.0,SUCCESS,
ADI-47215,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/50c8c63f5fbbba1cf3c53f4d0fec0620.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,117.73,4.0,SUCCESS,
ADI-47216,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/0854f43c80d13468c4de608a2e32f4c5.pdb,1.0,62.42,62.42,62.42,2.68,1.02,66.42,0.2702164502164502,62.42,1.0,2.0,26.35,3.0,SUCCESS,
ADI-47217,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2df262c3623876013937ff2af98cb446.pdb,2.0,96.55,55.94,48.275,4.37,1.435,127.13,0.4179653679653679,96.55,2.0,4.0,102.39,6.0,SUCCESS,
ADI-47218,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/dde4276a506503206d308c60deee276b.pdb,1.0,30.02,30.02,30.02,2.16,0.69,37.51,0.1305217391304347,30.02,1.0,3.0,49.69,4.0,SUCCESS,
ADI-47220,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e5645bf1c84472a98619435421a794e0.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,53.77,4.0,SUCCESS,
ADI-47219,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/042424c64566f9daba680603240f4d38.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.71,3.0,SUCCESS,
ADI-47221,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3afbfc40663d4ff5a8b79d56af6441d2.pdb,1.0,157.25,157.25,157.25,3.7,0.87,142.55,0.6366396761133604,157.25,1.0,3.0,47.51,4.0,SUCCESS,
ADI-47224,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c1262a1033e17c9f544720207a5a4af9.pdb,1.0,344.95,344.95,344.95,6.18,2.44,261.7,1.474145299145299,344.95,1.0,1.0,17.06,2.0,SUCCESS,
ADI-47223,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f36678000a27e8fe29385f7b3dd6c74e.pdb,2.0,285.77,268.27,142.885,5.69,1.41,268.71,1.237099567099567,268.27,1.0,4.0,36.5,6.0,SUCCESS,
ADI-47222,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/542ff28b2b1230d9ca3b5d7c5dca2d75.pdb,1.0,22.25,22.25,22.25,2.16,0.75,29.69,0.0954935622317596,22.25,1.0,3.0,19.01,4.0,SUCCESS,
ADI-47225,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b5bd1bd9e6db8dd7de352847bdf4f8fd.pdb,1.0,104.54,104.54,104.54,4.24,1.35,112.11,0.4545217391304348,104.54,1.0,3.0,63.29,4.0,SUCCESS,
ADI-47226,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/fe29e974ce25265a1d09f21a55880a7c.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,69.55,3.0,SUCCESS,
ADI-47230,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/56739fda40643b01568b6cd706a62739.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,103.68,5.0,SUCCESS,
ADI-47229,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/51aff12f751cad0f8570952b4e1d4223.pdb,1.0,245.38,245.38,245.38,4.24,1.07,194.47,1.0441702127659571,245.38,1.0,3.0,30.02,4.0,SUCCESS,
ADI-47227,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b26f41819e91b9d7a6dfcdbd8affc8eb.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.62,2.0,SUCCESS,
ADI-47228,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3e19632a2e3d6f03f67a537988cd2688.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.81,4.0,SUCCESS,
ADI-47231,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/793ec73169717c8cf91bf3309345a4ec.pdb,1.0,155.74,155.74,155.74,4.69,1.44,143.97,0.6712931034482759,155.74,1.0,2.0,21.17,3.0,SUCCESS,
ADI-47232,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1919957156f4166870b07bb2cdff38de.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.33,3.0,SUCCESS,
ADI-47234,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/262511c136af4f65d502fd80d727bb6f.pdb,1.0,32.18,32.18,32.18,2.16,0.76,46.79,0.1387068965517241,32.18,1.0,5.0,63.5,6.0,SUCCESS,
ADI-47233,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d4a2522518630dc584ecaa420f35e488.pdb,1.0,18.14,18.14,18.14,2.16,0.87,31.98,0.0771914893617021,18.14,1.0,1.0,17.5,2.0,SUCCESS,
ADI-47236,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5d914d16baa750c8edbceaf8891bae77.pdb,1.0,137.38,137.38,137.38,4.72,1.41,137.67,0.5896137339055794,137.38,1.0,2.0,64.59,3.0,SUCCESS,
ADI-47235,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/659087d85d6d05560873c3e867676350.pdb,4.0,376.7,204.34,94.175,7.22,1.9475,394.75,1.569583333333333,355.32,3.0,2.0,29.160000000000004,6.0,SUCCESS,
ADI-47237,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/72496f7ca7653ae406847716e325baaf.pdb,1.0,27.65,27.65,27.65,3.23,1.79,44.69,0.1161764705882352,27.65,1.0,4.0,98.72,5.0,SUCCESS,
ADI-47238,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/71cf42e8327efa90ea073ec6304fa763.pdb,1.0,257.26,257.26,257.26,10.88,3.92,296.83,1.0764016736401674,257.26,1.0,0.0,0.0,1.0,SUCCESS,
ADI-47240,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/8daf3e9859cb755fbbec6af9e52a2158.pdb,1.0,139.75,139.75,139.75,3.06,0.68,125.37,0.5896624472573839,139.75,1.0,4.0,72.78999999999999,5.0,SUCCESS,
ADI-47239,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/54a83ca09ce8d5d6aa185e998e270398.pdb,1.0,71.5,71.5,71.5,5.66,3.05,93.26,0.2966804979253112,71.5,1.0,2.0,57.46,3.0,SUCCESS,
ADI-47241,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/f7cfdc0f031e0b673de27e2099a5add1.pdb,1.0,186.41,186.41,186.41,6.0,2.05,149.89,0.7932340425531915,0.0,0.0,2.0,25.7,3.0,SUCCESS,
ADI-47243,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/1f8c45bc7ed22c1fe13bc6ca611cd86e.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,93.32,6.0,SUCCESS,
ADI-47244,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/6e62a1b0d70e9f307b79f5ee4a55760d.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,115.57,6.0,SUCCESS,
ADI-47246,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/246634e674e5609e63689d1cce770f75.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.67,3.0,SUCCESS,
ADI-47249,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/63e2cd7489177a3ed014d80d2d7a7db6.pdb,1.0,121.39,121.39,121.39,3.23,0.95,114.85,0.5232327586206896,121.39,1.0,3.0,57.24,4.0,SUCCESS,
ADI-47247,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5e5fd47798a0ae3cd240afd24c73efcd.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.41,3.0,SUCCESS,
ADI-47250,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/05ef524b10a9ccdfb39212b56b64783f.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,161.57,5.0,SUCCESS,
ADI-47248,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ff1bf493f0b34a33212b5f14030d37b4.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,98.94,6.0,SUCCESS,
ADI-47252,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/02dae6fc4b76724a464a98840329b241.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.73,2.0,SUCCESS,
ADI-47251,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7e86c9923cbbb99c119aa43b107f9b63.pdb,1.0,28.3,28.3,28.3,3.0,1.25,42.82,0.1225108225108225,0.0,0.0,5.0,63.72,6.0,SUCCESS,
ADI-47253,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/999731a9e15296ac173e9c0c1248e366.pdb,1.0,61.13,61.13,61.13,2.47,0.69,61.87,0.2681140350877193,0.0,0.0,2.0,38.88,3.0,SUCCESS,
ADI-47254,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c34f293269f493229879b46ed0312511.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,154.43,5.0,SUCCESS,
ADI-47255,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/859a873c1569e5bdd1a8757c71f15308.pdb,1.0,168.48,168.48,168.48,3.0,0.97,150.19,0.702,0.0,0.0,4.0,60.92,5.0,SUCCESS,
ADI-47256,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/3ef38834e987a895d175b8dd9e732246.pdb,1.0,35.64,35.64,35.64,4.69,2.01,62.17,0.1478838174273859,35.64,1.0,3.0,63.940000000000005,4.0,SUCCESS,
ADI-47257,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/e895ab4c1e6588bfe49ccaafe1085147.pdb,1.0,180.14,180.14,180.14,3.06,0.95,142.72,0.7900877192982455,180.14,1.0,4.0,74.3,5.0,SUCCESS,
ADI-47258,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/2f7f60c1d53d8682c18416941a41f19a.pdb,1.0,38.02,38.02,38.02,2.68,0.81,57.76,0.1590794979079498,38.02,1.0,1.0,59.62,2.0,SUCCESS,
ADI-47259,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/aa9934d752469df464c26b3ca76bb0b9.pdb,1.0,289.87,289.87,289.87,7.35,2.3,247.29,1.2282627118644067,289.87,1.0,1.0,14.04,2.0,SUCCESS,
ADI-47261,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/142c8feb2cbc1f4d740a493960c5e696.pdb,1.0,52.92,52.92,52.92,2.55,0.85,58.14,0.2341592920353982,52.92,1.0,2.0,38.45,3.0,SUCCESS,
ADI-47260,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ec2da7523498a8bf4e527440e48976f0.pdb,1.0,193.1,193.1,193.1,3.6,1.06,176.67,0.7913934426229507,193.1,1.0,4.0,77.98,5.0,SUCCESS,
ADI-47262,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/9bb675db376a100fbafda7192f59e131.pdb,1.0,289.44,289.44,289.44,4.84,1.75,282.65,1.22126582278481,289.44,1.0,4.0,47.74,5.0,SUCCESS,
ADI-47263,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/57e17a4ddb560f97965099c723632260.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.48,1.0,SUCCESS,
ADI-47265,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b2b8adcb5e79bd26bc811193c282c9bc.pdb,2.0,50.76,33.05,25.38,3.23,1.42,79.93,0.2123849372384937,17.71,1.0,4.0,114.69,6.0,SUCCESS,
ADI-47264,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/7dc2e47b8481f18d96f3a83a291ef3a6.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.64,4.0,SUCCESS,
ADI-47267,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/18aa52a1994936af787af171dca9f8f9.pdb,1.0,44.93,44.93,44.93,2.75,0.91,54.97,0.2005803571428571,44.93,1.0,4.0,68.26,5.0,SUCCESS,
ADI-47278,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/20e88d68e33437277d292f2629e6caf5.pdb,2.0,146.67000000000002,102.17,73.33500000000001,3.06,0.88,148.54,0.6489823008849558,146.67000000000002,2.0,4.0,108.64,6.0,SUCCESS,
ADI-47279,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/4919ba3fc8c08aa1bced95356c0e7985.pdb,1.0,44.5,44.5,44.5,2.24,0.71,67.23,0.1951754385964912,44.5,1.0,3.0,45.58,4.0,SUCCESS,
ADI-47280,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/b64fc18c07215d4f8b43c3cfb264342c.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.47,3.0,SUCCESS,
ADI-47282,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/5e0b1d2ae51ef5dcbfb404816737141c.pdb,1.0,252.94,252.94,252.94,6.38,1.74,228.33,1.0997391304347826,252.94,1.0,0.0,0.0,1.0,SUCCESS,
ADI-47284,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/ecf67a6f2f03b1fec14b9a8d61631529.pdb,3.0,379.52,266.98,126.50666666666666,5.94,1.653333333333333,354.58,1.6718942731277533,379.52,3.0,1.0,34.56,4.0,SUCCESS,
ADI-47281,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/d16ab12647be91c2c81e41cc90bc6aec.pdb,3.0,290.3,145.15,96.76666666666668,8.67,1.88,328.46000000000004,1.2621739130434784,290.3,3.0,2.0,25.06,5.0,SUCCESS,
ADI-47283,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/faee5660488b660e32dcb5ce3565b748.pdb,1.0,109.94,109.94,109.94,3.39,0.86,96.57,0.4638818565400844,109.94,1.0,3.0,68.69,4.0,SUCCESS,
ADI-47285,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/de9ff9cb4094dcec9b472682c5b9fc19.pdb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,45.79,3.0,SUCCESS,
ADI-47286,abodybuilder2,/workspace_developability_acquisition/gate_b1/cache/structures/abodybuilder2/c08ecbb0483b59738b78b3a4cdffe1d0.pdb,2.0,61.13,49.03,30.565,2.16,0.955,78.66,0.2646320346320346,0.0,0.0,3.0,72.36,5.0,SUCCESS,
